Domain_Name Component,Domain_ID Qualifier,SubDomain_Name Component,SubDomain_ID Qualifier,SRT_ID Qualifier,Bus_Cap Component,Cap_Bus_ID Qualifier,bus_cap_notes Qualifier,Bus_Cap_Detail Qualifier,Scope_Type Qualifier,Intake_Status Qualifier
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
Field Services,106,Scheduling,1029,1221,Reschedule Failed CSI or Repair Tech Appt,1740,NULL,Ability to manage Failed CSI & Repair Appts - Reschedule & Cancel (as allowed),Fiber CSI,Backlog
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
"Mediation, Billing, & Revenue Management",110,Revenue Accounting & Accounts Receivable,1052,1222,Revenue Accounting,1741,NULL,Fiber Revenue Accounting scope,Fiber CSI,Prioritized
Customer / CRM,103,Migrations,1097,1328,"Migration: Cohort #6 MNVO, AT&T Prepaid",2051,NULL,NULL,Future Phase,Backlog
Customer / CRM,103,Migrations,1097,1327,"Migration: Cohort #5 Enabler Wireless to UYW plans, Unified (Enabler), Combined Bill (Enabler)Wireless Plans",2052,NULL,NULL,Future Phase,No Longer Pursuing
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
Sales & Care Support,115,Address Validation,1074,561,Address Maintenance,1723,NULL,"Ensure AT&T can interface with USPS systems to address undeliverable mail.  This includes getting bulk downloads of underlived addresses, and taking appropriate actions to correct those addresses.  ",BSSe AIA CI,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
"Mediation, Billing, & Revenue Management",110,Bill Creation,1043,1205,Bill Messaging Enhancements (Promo Code),1725,NULL,NULL,Migration Cohort 2,Prioritized
Product & Offer,114,Product Offer Discovery,1072,1206,AT&T Optimizer / Personalization,1726,NULL,"Include all hyper local / upper funnel personalization    Wellness Customer Journey  Enable seamless, personalized, data-driven customer journey across Digital, Retail, and CARE channels   Next Best Action Examples      ",Migration Cohort 3,Backlog
Product & Offer,114,Product Offer Discovery,1072,1206,AT&T Optimizer / Personalization,1726,NULL,"Include all hyper local / upper funnel personalization    Wellness Customer Journey  Enable seamless, personalized, data-driven customer journey across Digital, Retail, and CARE channels   Next Best Action Examples      ",Migration Cohort 3,Backlog
Product & Offer,114,Product Offer Discovery,1072,1206,AT&T Optimizer / Personalization,1726,NULL,"Include all hyper local / upper funnel personalization    Wellness Customer Journey  Enable seamless, personalized, data-driven customer journey across Digital, Retail, and CARE channels   Next Best Action Examples      ",Migration Cohort 3,Backlog
Product & Offer,114,Product Offer Discovery,1072,1206,AT&T Optimizer / Personalization,1726,NULL,"Include all hyper local / upper funnel personalization    Wellness Customer Journey  Enable seamless, personalized, data-driven customer journey across Digital, Retail, and CARE channels   Next Best Action Examples      ",Migration Cohort 3,Backlog
Sales & Care Support,115,Agreement Management,1078,1207,Converged Testing for COU,1727,NULL,NULL,Migration Cohort 3,Backlog
"Mediation, Billing, & Revenue Management",110,Collections,1049,1208,Paper Communications for Collections Flow,1728,NULL,NULL,Migration Cohort 3,Backlog
Order Management,112,Product Order,1059,1209,Resume from Cancel Account & Resume a Line,1729,NULL,NULL,Migration Cohort 3,Backlog
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Product & Offer,114,Product Offer Compliance,1073,NULL,"Support evaluations of changes in account status against conditions (disconnect for non payment, offer rescinding for customers in treatment, etc.)",1913,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Enhance functions that allow customers to declare their identity and non-fraud processes to continue,1914,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Enhance functions that allow customers to declare their identity and non-fraud processes to continue,1914,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Enhance functions that allow customers to declare their identity and non-fraud processes to continue,1914,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Enhance functions that allow customers to declare their identity and non-fraud processes to continue,1914,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Enhance functions that allow customers to declare their identity and non-fraud processes to continue,1914,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Enhance functions that allow customers to declare their identity and non-fraud processes to continue,1914,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Build reporting capabilities to identify the number of actions being flagged as fraudulent,1915,NULL,NULL,NULL,NULL
Sales & Care Support,115,Fraud,1075,NULL,Build reporting capabilities to identify the number of actions being flagged as fraudulent,1915,NULL,NULL,NULL,NULL
Service Delivery,117,Service Catalog,1094,1559,Wireless Features Blockers,2082,NULL,NULL,Future Phase,Backlog
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
"Mediation, Billing, & Revenue Management",110,Loan Management,1046,1282,BSSe Accessory Financing Billing,1795,NULL,Ability to bill for accessory financing and ensure the bill display meets the billing standards.  Bill layout and rules will be delivered in the scope requirements...  Capability 1 – Timely Billing of the Customer’s Installment Loan   Capability 2 – Device Financing Bill Format   Capability 3 – Device Financing Communications ,NULL,Prioritized
Sales & Care Support,115,Fraud,1075,NULL,Reuse configurable engine that detects propensity of fraud based on the actions being taken by customer.,1916,NULL,NULL,NULL,NULL
Sales & Care Support,115,Document Management,1077,NULL,Reuse processes for creation of documents that customers may use or need,1917,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Ability to create and manage contractual offer groupings (templates),1918,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Ability to create and manage contractual offer groupings (templates),1918,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Agreement Management,1078,NULL,Contract Explanation,1919,NULL,NULL,NULL,NULL
Sales & Care Support,115,Knowledge Management,1079,NULL,Ability for authors to use the new Advanced Content Editor (TinyMCE) with Topics/Keywords,1920,NULL,NULL,NULL,NULL
Sales & Care Support,115,Knowledge Management,1079,NULL,"Ability to host, support, and author customer facing knowledge content in AT&T Customer Connect (ACC)(KANA KMS Migration)",1921,NULL,NULL,NULL,NULL
Sales & Care Support,115,Knowledge Management,1079,NULL,Deliver the long-term search effectiveness analytics and reporting,1922,NULL,NULL,NULL,NULL
Sales & Care Support,115,Knowledge Management,1079,NULL,Streamline review notifications to authors and SMEs based on article future review date,1923,NULL,NULL,NULL,NULL
Order Management,112,Product Order,1059,1550,Buy Backs,2073,NULL,NULL,,Backlog
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Supply Chain Management,108,Return of Goods,1036,1287,Warranty Exchange,1799,NULL,This allows customer want to exchange their device during the manufacturer's Warranty period.      • AT&T only covers the Samsung warranty. Google and Motorola are covered by the OEM (like Apple),NULL,No Longer Pursuing
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Decisioning Profile,1023,NULL,Ability to support LBGUPS Use Cases using Learning Model data and scoring.,1847,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
Decisioning,104,Next Best Action,1024,NULL,Provide Next Best Action (NBA) based on Intent derived from Insights and Foresights.,1848,NULL,NULL,NULL,NULL
